,State,Municipality,Crop,Active agricultural production units - Total,Active agricultural production units - With open agriculture,Cultivated area - Sown,Cultivated area - Harvested,Production,Water Modality - Temporary - Production unit,Water Modality - Temporary - Cultivated area - Sown,Water Modality - Temporary - Cultivated area - Harvested,Water Modality - Temporary - Production,Water Modality - Irrigation - Production unit,Water Modality - Irrigation - Cultivated area - Sown,Water Modality - Irrigation - Cultivated area - Harvested,Water Modality - Irrigation - Production
47620,30 VER,182 Tlalnelhuayocan,White corn,236,236,94.4692,87.2352,112.8812,236,94.4692,87.2352,112.8812,0,0,0,0
47635,30 VER,183 Tlapacoyan,White corn,14,14,7.24,5.49,7.9147,14,7.24,5.49,7.9147,0,0,0,0
47651,30 VER,184 Tlaquilpa,Yellow corn,7,7,3.7536,3.2536,2,7,3.7536,3.2536,2,0,0,0,0
47652,30 VER,184 Tlaquilpa,White corn,872,872,589.5782,558.6294,639.6712,872,589.5782,558.6294,639.6712,0,0,0,0
47669,30 VER,185 Tlilapan,Yellow corn,*,*,0.415,0.415,1.2788,*,0.415,0.415,1.2788,*,0,0,0
47670,30 VER,185 Tlilapan,White corn,15,15,10.7459,10.7459,23.1074,14,10.7432,10.7432,23.1,1,0.0027,0.0027,0.0074
47686,30 VER,186 Tomatlán,Yellow corn,*,*,0.7,0.7,0.66,*,0.7,0.7,0.66,*,0,0,0
47687,30 VER,186 Tomatlán,White corn,51,51,41.2302,38.2918,40.5677,51,41.2302,38.2918,40.5677,0,0,0,0
47704,30 VER,187 Tonayán,Forage corn,3,3,1,0.95,1.51,3,1,0.95,1.51,0,0,0,0
47705,30 VER,187 Tonayán,Yellow corn,25,25,26.15,23.05,41.03,25,26.15,23.05,41.03,0,0,0,0
47706,30 VER,187 Tonayán,White corn,712,712,570.5318,536.7398,655.5804,712,570.5318,536.7398,655.5804,0,0,0,0
47719,30 VER,188 Totutla,White corn,19,19,17.7408,16.6008,68.12,19,17.7408,16.6008,68.12,0,0,0,0
47736,30 VER,189 Tuxpan,Forage corn,362,362,1276.663,1093.33,3971.5489,362,1276.663,1093.33,3971.5489,0,0,0,0
47737,30 VER,189 Tuxpan,Yellow corn,16,16,66.35,51.1,131.647,16,66.35,51.1,131.647,0,0,0,0
47738,30 VER,189 Tuxpan,White corn,1002,1002,3034.4287,2585.6479,2476.1138,1000,3017.8187,2569.0379,2444.8538,3,16.61,16.61,31.26
47760,30 VER,190 Tuxtilla,Yellow corn,*,*,1.45,1.45,4.17,*,1.45,1.45,4.17,*,0,0,0
47761,30 VER,190 Tuxtilla,White corn,31,31,104.4061,104.4061,366.8,30,103.2561,103.2561,362.2357,1,1.15,1.15,4.5643
47777,30 VER,191 Ursulo Galván,Forage corn,5,5,21.75,21.75,597.125,1,1,1,14.1,4,20.75,20.75,583.025
47778,30 VER,191 Ursulo Galván,White corn,18,18,15.52,15.52,56.47,12,8.02,8.02,16.35,6,7.5,7.5,40.12
47800,30 VER,192 Vega de Alatorre,Forage corn,3,3,5.36,5.36,150.7323,3,5.36,5.36,150.7323,0,0,0,0
47801,30 VER,192 Vega de Alatorre,Yellow corn,95,95,88.3978,83.0778,86.744,94,88.397,83.077,86.74,1,0.0008,0.0008,0.004
47802,30 VER,192 Vega de Alatorre,White corn,57,57,270.7142,251.5404,542.3463,57,270.7142,251.5404,542.3463,0,0,0,0
47826,30 VER,193 Veracruz,Forage corn,20,20,67.42,63.42,1278.822,19,64.92,60.92,1193.072,1,2.5,2.5,85.75
47827,30 VER,193 Veracruz,Yellow corn,12,12,14.57,14.57,52.335,11,14.07,14.07,51.335,1,0.5,0.5,1
47828,30 VER,193 Veracruz,White corn,104,104,230.5704,217.4024,772.5374,99,223.3304,210.6624,741.0374,6,7.24,6.74,31.5
47850,30 VER,194 Villa Aldama,Forage corn,*,*,29,29,500.84,*,29,29,500.84,*,0,0,0
47851,30 VER,194 Villa Aldama,Yellow corn,153,153,271.583,186.603,564.5236,151,267.133,182.153,518.2231,2,4.45,4.45,46.3005
47852,30 VER,194 Villa Aldama,White corn,886,886,1477.1997,1155.9714,1718.6173,884,1437.1997,1115.9714,1416.8173,2,40,40,301.8
47869,30 VER,195 Xoxocotla,Yellow corn,37,37,34.45,22.35,15.95,37,34.45,22.35,15.95,0,0,0,0
47870,30 VER,195 Xoxocotla,White corn,653,653,438.2275,337.7581,263.8232,653,438.2275,337.7581,263.8232,0,0,0,0
47883,30 VER,196 Yanga,Yellow corn,3,3,3.3,3.3,7.853,2,2.6,2.6,1,1,0.7,0.7,6.853
47884,30 VER,196 Yanga,White corn,46,46,38.7752,35.4612,64.6397,45,37.9752,34.6612,63.8397,1,0.8,0.8,0.8
47902,30 VER,197 Yecuatla,Yellow corn,32,32,41.5775,39.5775,43.75,32,41.5775,39.5775,43.75,0,0,0,0
47903,30 VER,197 Yecuatla,White corn,170,170,296.3276,294.3276,439.9172,170,296.3276,294.3276,439.9172,0,0,0,0
47926,30 VER,198 Zacualpan,Forage corn,6,6,8.65,1.3,1.4,6,8.65,1.3,1.4,0,0,0,0
47927,30 VER,198 Zacualpan,Yellow corn,7,7,8,4.5,2.35,7,8,4.5,2.35,0,0,0,0
47928,30 VER,198 Zacualpan,White corn,745,745,1206.7304,998.7521,990.756,743,1204.4804,996.5021,990.386,2,2.25,2.25,0.37
47955,30 VER,199 Zaragoza,Yellow corn,8,8,10.925,10.8,24.295,8,10.925,10.8,24.295,0,0,0,0
47956,30 VER,199 Zaragoza,White corn,209,209,307.7481,266.7079,426.6664,209,307.7481,266.7079,426.6664,0,0,0,0
47976,30 VER,200 Zentla,Forage corn,20,20,58.9928,57.5628,795.71,19,57.9928,56.5628,761.41,1,1,1,34.3
47977,30 VER,200 Zentla,Yellow corn,30,30,54.6214,53.0051,166.8154,30,54.6214,53.0051,166.8154,0,0,0,0
47978,30 VER,200 Zentla,White corn,328,328,893.2726,887.0255,2308.9467,328,893.2726,887.0255,2308.9467,0,0,0,0
47997,30 VER,201 Zongolica,Forage corn,12,12,8.5192,8.4192,71.52,12,8.5192,8.4192,71.52,0,0,0,0
47998,30 VER,201 Zongolica,Yellow corn,242,242,168.5268,153.7318,150.7566,242,168.5268,153.7318,150.7566,0,0,0,0
47999,30 VER,201 Zongolica,White corn,3112,3112,2198.5773,2071.8283,2436.2273,3112,2198.5773,2071.8283,2436.2273,0,0,0,0
48021,30 VER,202 Zontecomatlán de López y Fuentes,Forage corn,27,27,30.11,30.11,28.7,27,30.11,30.11,28.7,0,0,0,0
48022,30 VER,202 Zontecomatlán de López y Fuentes,Yellow corn,30,30,38.5,38.5,30.7082,30,38.5,38.5,30.7082,0,0,0,0
48023,30 VER,202 Zontecomatlán de López y Fuentes,White corn,2053,2053,2994.9979,2961.1848,2936.9557,2053,2994.9979,2961.1848,2936.9557,0,0,0,0
48041,30 VER,203 Zozocolco de Hidalgo,Forage corn,7,7,10,9.49,9.35,7,10,9.49,9.35,0,0,0,0
48042,30 VER,203 Zozocolco de Hidalgo,Yellow corn,8,8,7.247,5.747,9.6,8,7.247,5.747,9.6,0,0,0,0
48043,30 VER,203 Zozocolco de Hidalgo,White corn,979,979,1844.8137,1769.9122,1603.1602,979,1844.8137,1769.9122,1603.1602,0,0,0,0
48066,30 VER,204 Agua Dulce,Forage corn,20,20,24.847,17.3681,71.1285,20,24.847,17.3681,71.1285,0,0,0,0
48067,30 VER,204 Agua Dulce,Yellow corn,9,9,13.5,12.25,16.2754,9,13.5,12.25,16.2754,0,0,0,0
48068,30 VER,204 Agua Dulce,White corn,110,110,262.3236,239.2131,339.3429,110,262.3236,239.2131,339.3429,0,0,0,0
48090,30 VER,205 El Higo,Yellow corn,18,18,49.75,32.75,137.5725,18,49.75,32.75,137.5725,0,0,0,0
48091,30 VER,205 El Higo,White corn,463,463,834.237,555.2344,641.9345,453,824.042,547.4594,618.7545,10,10.195,7.775,23.18
48110,30 VER,206 Nanchital de Lázaro Cárdenas del Río,White corn,4,4,1.7,1.45,2.85,4,1.7,1.45,2.85,0,0,0,0
48133,30 VER,207 Tres Valles,Forage corn,6,6,4.8792,4.8792,72.9,6,4.8792,4.8792,72.9,0,0,0,0
48134,30 VER,207 Tres Valles,Yellow corn,22,22,31.01,26.73,96.985,22,31.01,26.73,96.985,0,0,0,0
48135,30 VER,207 Tres Valles,White corn,306,306,442.9027,422.8199,1028.4938,304,433.9027,413.8199,990.9938,2,9,9,37.5
48161,30 VER,208 Carlos A. Carrillo,Yellow corn,*,*,1,0,0,*,1,0,0,*,0,0,0
48162,30 VER,208 Carlos A. Carrillo,White corn,32,32,66.8012,63.8212,150.0404,32,66.8012,63.8212,150.0404,0,0,0,0
48183,30 VER,209 Tatahuicapan de Juárez,Forage corn,11,11,20.4,20.4,185.79,11,20.4,20.4,185.79,0,0,0,0
48184,30 VER,209 Tatahuicapan de Juárez,Yellow corn,74,74,66.3492,64.2492,99.0831,74,66.3492,64.2492,99.0831,0,0,0,0
48185,30 VER,209 Tatahuicapan de Juárez,White corn,1026,1026,1387.4328,1336.5962,1645.272,1026,1387.4328,1336.5962,1645.272,0,0,0,0
48213,30 VER,210 Uxpanapa,Forage corn,230,230,549.05,509.26,4349.6754,230,549.05,509.26,4349.6754,0,0,0,0
48214,30 VER,210 Uxpanapa,Yellow corn,200,200,362.35,333.71,551.1754,200,362.35,333.71,551.1754,0,0,0,0
48215,30 VER,210 Uxpanapa,White corn,2309,2309,4346.8991,4020.0426,4374.5676,2308,4341.8991,4015.0426,4349.2676,1,5,5,25.3
48240,30 VER,211 San Rafael,Forage corn,5,5,5.25,4.5,29.05,5,5.25,4.5,29.05,0,0,0,0
48241,30 VER,211 San Rafael,Yellow corn,*,*,0.75,0.75,1.125,*,0.75,0.75,1.125,*,0,0,0
48242,30 VER,211 San Rafael,White corn,30,30,36.1384,28.8884,43.1857,30,36.1384,28.8884,43.1857,0,0,0,0
48261,30 VER,212 Santiago Sochiapan,Forage corn,5,5,9,8,102.1,5,9,8,102.1,0,0,0,0
48262,30 VER,212 Santiago Sochiapan,Yellow corn,53,53,83.5,73.5,121.498,53,83.5,73.5,121.498,0,0,0,0
48263,30 VER,212 Santiago Sochiapan,White corn,1001,1001,1962.1954,1844.1326,2227.5116,1001,1962.1954,1844.1326,2227.5116,0,0,0,0
48326,31 YUC,001 Abalá,Forage corn,4,4,8.2,7.805,64.836,4,8.2,7.805,64.836,0,0,0,0
48327,31 YUC,001 Abalá,Yellow corn,44,44,43.48,28.17,18.1064,43,43.4,28.09,17.1064,1,0.08,0.08,1
48328,31 YUC,001 Abalá,White corn,132,132,135.64,97.675,48.579,131,134.64,96.675,48.339,1,1,1,0.24
48352,31 YUC,002 Acanceh,Forage corn,*,*,0.9,0.9,2.5,*,0.9,0.9,2.5,*,0,0,0
48353,31 YUC,002 Acanceh,Yellow corn,23,23,24.7,14.42,8.89,23,24.7,14.42,8.89,0,0,0,0
48354,31 YUC,002 Acanceh,White corn,52,52,37.828,34.508,26.473,52,37.828,34.508,26.473,0,0,0,0
48375,31 YUC,003 Akil,Forage corn,*,*,3.6,0.6,1,*,0,0,0,*,3.6,0.6,1
48376,31 YUC,003 Akil,Yellow corn,7,7,8.02,6.77,18.1313,6,8,6.75,18.05,1,0.02,0.02,0.0813
48377,31 YUC,003 Akil,White corn,36,36,44.2,32.85,31.735,28,38.25,30,27.42,8,5.95,2.85,4.315
48396,31 YUC,004 Baca,White corn,5,5,3.94,2.94,1.66,3,2.91,2.41,1.15,2,1.03,0.53,0.51
48412,31 YUC,005 Bokobá,Yellow corn,*,*,9.02,1,0.3,*,9.02,1,0.3,*,0,0,0
48413,31 YUC,005 Bokobá,White corn,94,94,83.37,70.6,30.2962,94,83.37,70.6,30.2962,0,0,0,0
48432,31 YUC,006 Buctzotz,Forage corn,4,4,11.5,7,1.5,4,11.5,7,1.5,0,0,0,0
48433,31 YUC,006 Buctzotz,Yellow corn,56,56,93.376,85.316,41.3712,56,93.376,85.316,41.3712,0,0,0,0
48434,31 YUC,006 Buctzotz,White corn,63,63,135.86,105.7,62.95,61,132.38,102.46,59.65,2,3.48,3.24,3.3
48452,31 YUC,007 Cacalchén,Forage corn,*,*,1.5,0.07,1.5449,*,1.5,0.07,1.5449,*,0,0,0
48453,31 YUC,007 Cacalchén,Yellow corn,31,31,30.74,20.9,9.1108,28,25.24,19.9,8.1108,3,5.5,1,1
48454,31 YUC,007 Cacalchén,White corn,42,42,48.4464,47.5353,123.1632,31,27.0048,26.2848,19.2482,11,21.4416,21.2505,103.915
48477,31 YUC,008 Calotmul,Forage corn,*,*,4,4,88.28,*,4,4,88.28,*,0,0,0
48478,31 YUC,008 Calotmul,Yellow corn,133,133,245.9637,211.8786,107.3208,132,245.1987,211.8636,107.1846,2,0.765,0.015,0.1362
48479,31 YUC,008 Calotmul,White corn,308,308,632.4881,576.7077,244.0819,306,631.0481,575.5177,243.9819,2,1.44,1.19,0.1
48501,31 YUC,009 Cansahcab,Forage corn,*,*,0.5,0.5,11.725,*,0,0,0,*,0.5,0.5,11.725
48502,31 YUC,009 Cansahcab,Yellow corn,105,105,81.64,60.03,32.1729,95,78.08,57.05,30.0629,10,3.56,2.98,2.11
48503,31 YUC,009 Cansahcab,White corn,18,18,17.92,13.8687,29.7089,13,11.44,7.92,6.785,5,6.48,5.9487,22.9239
48523,31 YUC,010 Cantamayec,Forage corn,*,*,0.12,0.12,0.15,*,0.12,0.12,0.15,*,0,0,0
48524,31 YUC,010 Cantamayec,Yellow corn,12,12,25.6,17.32,8.0572,12,25.6,17.32,8.0572,0,0,0,0
48525,31 YUC,010 Cantamayec,White corn,27,27,64.06,41.7366,29.9571,25,57.86,40.5411,24.1111,2,6.2,1.1955,5.846
48554,31 YUC,012 Cenotillo,Yellow corn,107,107,191.6,155,64.556,107,191.6,155,64.556,0,0,0,0
48555,31 YUC,012 Cenotillo,White corn,62,62,96.54,75.02,20.196,60,96.26,74.74,19.546,2,0.28,0.28,0.65
48573,31 YUC,013 Conkal,Forage corn,4,4,6.1,6.1,142.355,1,0.5,0.5,11.035,3,5.6,5.6,131.32
48589,31 YUC,014 Cuncunul,Yellow corn,17,17,37,29,6.775,17,37,29,6.775,0,0,0,0
48590,31 YUC,014 Cuncunul,White corn,135,135,238.92,215.92,90.058,135,238.92,215.92,90.058,0,0,0,0
48610,31 YUC,015 Cuzamá,Yellow corn,58,58,39.04,18.598,17.18,57,38.92,18.558,17.16,1,0.12,0.04,0.02
48611,31 YUC,015 Cuzamá,White corn,16,16,13.44,5.22,4.83,16,13.44,5.22,4.83,0,0,0,0
48633,31 YUC,016 Chacsinkín,Yellow corn,224,224,387.21,334.75,223.3538,224,387.21,334.75,223.3538,0,0,0,0
48634,31 YUC,016 Chacsinkín,White corn,379,379,747.28,653.46,420.8961,378,743.28,649.46,418.8961,1,4,4,2
48655,31 YUC,017 Chankom,Yellow corn,68,68,165.42,158.42,78.56,68,165.42,158.42,78.56,0,0,0,0
48656,31 YUC,017 Chankom,White corn,587,587,1412.915,1369.065,550.489,587,1412.915,1369.065,550.489,0,0,0,0
48674,31 YUC,018 Chapab,Yellow corn,123,123,157.4646,154.3046,81.596,122,154.4646,151.3046,81.196,1,3,3,0.4
48675,31 YUC,018 Chapab,White corn,165,165,230.79,225.79,113.79,160,221.54,216.54,109.24,5,9.25,9.25,4.55
48697,31 YUC,019 Chemax,Forage corn,29,29,56.16,20.96,21.587,28,56,20.8,17.835,1,0.16,0.16,3.752
48698,31 YUC,019 Chemax,Yellow corn,100,100,184.7775,159.1799,67.0898,100,184.7775,159.1799,67.0898,0,0,0,0
48699,31 YUC,019 Chemax,White corn,1889,1889,3618.5715,2747.1178,1149.0432,1884,3597.6715,2726.2178,1127.2652,5,20.9,20.9,21.778
48721,31 YUC,020 Chicxulub Pueblo,Yellow corn,*,*,0.5,0.5,0.09,*,0.5,0.5,0.09,*,0,0,0
48722,31 YUC,020 Chicxulub Pueblo,White corn,*,*,0.56,0.56,0.05,*,0.56,0.56,0.05,*,0,0,0
48738,31 YUC,021 Chichimilá,Yellow corn,43,43,79.647,66.6662,24.829,43,79.647,66.6662,24.829,0,0,0,0
48739,31 YUC,021 Chichimilá,White corn,420,420,983.4716,619.8969,204.9882,418,979.4716,615.8969,201.6192,2,4,4,3.369
48760,31 YUC,022 Chikindzonot,Yellow corn,181,181,512.12,480.2,295.0374,181,512.12,480.2,295.0374,0,0,0,0
48761,31 YUC,022 Chikindzonot,White corn,872,872,2571.22,2417.97,1231.2217,871,2569.72,2416.97,1230.3217,1,1.5,1,0.9
48782,31 YUC,023 Chocholá,Forage corn,*,*,3,3,66.21,*,3,3,66.21,*,0,0,0
48783,31 YUC,023 Chocholá,Yellow corn,18,18,20.088,19.408,8.01,18,20.088,19.408,8.01,0,0,0,0
48784,31 YUC,023 Chocholá,White corn,89,89,83.21,72.127,28.797,88,82.81,71.727,28.397,1,0.4,0.4,0.4
48806,31 YUC,024 Chumayel,Yellow corn,191,191,344.8066,322.8871,138.3809,191,344.8066,322.8871,138.3809,0,0,0,0
48807,31 YUC,024 Chumayel,White corn,39,39,63.4866,56.4378,27.0128,39,63.4866,56.4378,27.0128,0,0,0,0
48826,31 YUC,025 Dzan,Forage corn,*,*,0.96,0.96,0.57,*,0.96,0.96,0.57,*,0,0,0
48827,31 YUC,025 Dzan,Yellow corn,*,*,1,1,1,*,1,1,1,*,0,0,0
48828,31 YUC,025 Dzan,White corn,12,12,10.12,9.12,4.7579,12,10.12,9.12,4.7579,0,0,0,0
48844,31 YUC,026 Dzemul,Yellow corn,10,10,4.86,1.69,1.0308,10,4.86,1.69,1.0308,0,0,0,0
48845,31 YUC,026 Dzemul,White corn,10,10,9.7666,4.1866,2.8557,3,4.08,3,2.05,7,5.6866,1.1866,0.8057
48867,31 YUC,027 Dzidzantún,Forage corn,*,*,0.32,0.32,7.504,*,0,0,0,*,0.32,0.32,7.504
48868,31 YUC,027 Dzidzantún,Yellow corn,4,4,31.58,30.58,22.75,3,31.5,30.5,22.6,1,0.08,0.08,0.15
48869,31 YUC,027 Dzidzantún,White corn,17,17,8.37,8.37,11.2156,2,1.5,1.5,1.1957,15,6.87,6.87,10.0199
48888,31 YUC,028 Dzilam de Bravo,Yellow corn,*,*,4,4,0.8,*,4,4,0.8,*,0,0,0
48889,31 YUC,028 Dzilam de Bravo,White corn,5,5,20.6,4.1,10.38,2,0.6,0.1,0.1,3,20,4,10.28
48907,31 YUC,029 Dzilam González,Forage corn,*,*,0.5,0,0,*,0.5,0,0,*,0,0,0
48908,31 YUC,029 Dzilam González,Yellow corn,68,68,125.5824,98.04,43.04,63,119.0824,92.14,39.34,5,6.5,5.9,3.7
48909,31 YUC,029 Dzilam González,White corn,34,34,32.1185,23.6925,21.685,23,28.03,22.34,19.135,11,4.0885,1.3525,2.55
48928,31 YUC,030 Dzitás,Yellow corn,77,77,110.513,102.253,50.276,77,110.513,102.253,50.276,0,0,0,0
48929,31 YUC,030 Dzitás,White corn,201,201,343.38,316.58,150.2894,201,343.38,316.58,150.2894,0,0,0,0
48952,31 YUC,031 Dzoncauich,Yellow corn,24,24,40.5,29.5,6.95,24,40.5,29.5,6.95,0,0,0,0
48953,31 YUC,031 Dzoncauich,White corn,98,98,149.72,100.22,45.3123,98,149.72,100.22,45.3123,0,0,0,0
48972,31 YUC,032 Espita,Forage corn,6,6,18.26,18.26,268.756,6,18.26,18.26,268.756,0,0,0,0
48973,31 YUC,032 Espita,Yellow corn,339,339,600.1824,550.0324,243.8776,337,596.5824,546.4324,241.7776,2,3.6,3.6,2.1
48974,31 YUC,032 Espita,White corn,289,289,536.529,499.4044,165.9941,284,530.9824,493.8578,160.5844,5,5.5466,5.5466,5.4097
48997,31 YUC,033 Halachó,Forage corn,*,*,1,1,0.3,*,1,1,0.3,*,0,0,0
48998,31 YUC,033 Halachó,Yellow corn,145,145,131.855,112.635,51.0401,128,117.815,103.595,47.7151,17,14.04,9.04,3.325
48999,31 YUC,033 Halachó,White corn,278,278,238.2732,218.867,137.8348,222,198.324,180.5478,113.4442,56,39.9492,38.3192,24.3906
49019,31 YUC,034 Hocabá,Yellow corn,11,11,16.27,8.54,5.15,11,16.27,8.54,5.15,0,0,0,0
49020,31 YUC,034 Hocabá,White corn,64,64,58.414,8.94,3.471,63,57.934,8.46,3.071,1,0.48,0.48,0.4
49039,31 YUC,035 Hoctún,Yellow corn,142,142,150.92,149.92,59.015,139,147.92,146.92,58.515,3,3,3,0.5
49040,31 YUC,035 Hoctún,White corn,55,55,59.13,55.49,20.73,55,59.13,55.49,20.73,0,0,0,0
49055,31 YUC,036 Homún,Yellow corn,42,42,47.18,20.54,6.605,42,47.18,20.54,6.605,0,0,0,0
49056,31 YUC,036 Homún,White corn,21,21,23.19,12.15,4.415,21,23.19,12.15,4.415,0,0,0,0
49076,31 YUC,037 Huhí,Yellow corn,*,*,1,0.2,0.1,*,1,0.2,0.1,*,0,0,0
49077,31 YUC,037 Huhí,White corn,4,4,2.72,2.52,0.35,4,2.72,2.52,0.35,0,0,0,0
49097,31 YUC,038 Hunucmá,White corn,*,*,0.5,0.25,0.02,*,0,0,0,*,0.5,0.25,0.02
49115,31 YUC,039 Ixil,Forage corn,*,*,0.05,0.05,1.6,*,0,0,0,*,0.05,0.05,1.6
49128,31 YUC,040 Izamal,Forage corn,6,6,7.88,3.08,67.9756,6,7.88,3.08,67.9756,0,0,0,0
49129,31 YUC,040 Izamal,Yellow corn,21,21,27,13.1777,3.8351,21,27,13.1777,3.8351,0,0,0,0
49130,31 YUC,040 Izamal,White corn,68,68,64.37,50.4656,16.7549,66,61.87,49.4656,16.7049,2,2.5,1,0.05
49151,31 YUC,041 Kanasín,Forage corn,*,*,1,1,1,*,0,0,0,*,1,1,1
49152,31 YUC,041 Kanasín,White corn,3,3,1.66,1.66,3.2835,1,0.16,0.16,0.0864,2,1.5,1.5,3.1971
49170,31 YUC,042 Kantunil,Yellow corn,31,31,32.04,16.9,11.567,31,32.04,16.9,11.567,0,0,0,0
49171,31 YUC,042 Kantunil,White corn,48,48,69.1,40.27,23.3994,48,69.1,40.27,23.3994,0,0,0,0
49191,31 YUC,043 Kaua,Forage corn,*,*,1,0,0,*,1,0,0,*,0,0,0
49192,31 YUC,043 Kaua,Yellow corn,62,62,112.22,95.22,31.008,62,112.22,95.22,31.008,0,0,0,0
49193,31 YUC,043 Kaua,White corn,247,247,512.06,406.78,144.863,246,506.9,401.62,144.763,1,5.16,5.16,0.1
49214,31 YUC,044 Kinchil,Yellow corn,*,*,1.5,1.5,0.46,*,1.5,1.5,0.46,*,0,0,0
49215,31 YUC,044 Kinchil,White corn,9,9,17.2,16.2,24.57,6,11.2,11.2,4.01,3,6,5,20.56
49231,31 YUC,045 Kopomá,Forage corn,38,38,30.0056,25.9656,54.3902,38,30.0056,25.9656,54.3902,0,0,0,0
49232,31 YUC,045 Kopomá,Yellow corn,9,9,8.15,8.15,5.16,9,8.15,8.15,5.16,0,0,0,0
49233,31 YUC,045 Kopomá,White corn,83,83,61.0597,60.1797,34.9956,81,58.0597,57.1797,34.5856,2,3,3,0.41
49254,31 YUC,046 Mama,Yellow corn,93,93,92.28,89.08,61.944,93,92.28,89.08,61.944,0,0,0,0
49255,31 YUC,046 Mama,White corn,279,279,354.2164,344.6575,223.1326,274,312.2859,302.727,183.7195,7,41.9305,41.9305,39.4131
49276,31 YUC,047 Maní,Yellow corn,29,29,30.57,28.13,14.9715,26,29.47,27.03,14.5883,3,1.1,1.1,0.3832
49277,31 YUC,047 Maní,White corn,151,151,170.5059,123.0304,53.7325,135,161.0234,118.5034,44.1385,16,9.4825,4.527,9.594
49299,31 YUC,048 Maxcanú,Forage corn,*,*,2.5,2.5,55.175,*,2.5,2.5,55.175,*,0,0,0
49300,31 YUC,048 Maxcanú,Yellow corn,63,63,167.2066,164.4916,399.062,60,166.6866,163.9716,398.862,3,0.52,0.52,0.2
49301,31 YUC,048 Maxcanú,White corn,154,154,182.2635,180.8441,284.8019,137,174.5955,173.1761,278.8522,17,7.668,7.668,5.9497
49323,31 YUC,049 Mayapán,Yellow corn,31,31,46.8356,46.8351,18.7589,31,46.8356,46.8351,18.7589,0,0,0,0
49324,31 YUC,049 Mayapán,White corn,326,326,651.4525,650.4354,147.9054,325,651.1325,650.1154,147.1554,1,0.32,0.32,0.75
49342,31 YUC,050 Mérida,Forage corn,*,*,1.25,1.25,29.3125,*,0,0,0,*,1.25,1.25,29.3125
49343,31 YUC,050 Mérida,Yellow corn,19,19,12.73,12.69,9.62,19,12.73,12.69,9.62,0,0,0,0
49344,31 YUC,050 Mérida,White corn,48,48,25.0845,24.7545,44.0707,39,17.972,17.842,12.8832,9,7.1125,6.9125,31.1875
49368,31 YUC,051 Mocochá,White corn,*,*,1.5,1.4943,7.3071,*,0,0,0,*,1.5,1.4943,7.3071
49382,31 YUC,052 Motul,Forage corn,6,6,8.485,6.645,105,5,7.12,5.28,45,1,1.365,1.365,60
49383,31 YUC,052 Motul,Yellow corn,80,80,52.87,46.79,22.7344,75,51.09,45.01,21.6094,5,1.78,1.78,1.125
49384,31 YUC,052 Motul,White corn,116,116,108.89,85.69,45.1931,96,87.56,70.91,41.4969,20,21.33,14.78,3.6962
49408,31 YUC,053 Muna,Forage corn,14,14,25.92,23.92,98.7733,11,19.8,17.8,22.1,3,6.12,6.12,76.6733
49409,31 YUC,053 Muna,Yellow corn,40,40,53.94,39.54,54.418,37,51.38,37.04,29.628,3,2.56,2.5,24.79
49410,31 YUC,053 Muna,White corn,157,157,239.7935,201.862,490.9964,96,130.466,98.9977,74.1726,62,109.3275,102.8643,416.8238
49431,31 YUC,054 Muxupip,Yellow corn,31,31,25.736,21.736,14.0457,29,23.736,20.736,13.0457,2,2,1,1
49452,31 YUC,055 Opichén,Forage corn,289,289,543.11,537.61,2559.5038,289,543.11,537.61,2559.5038,0,0,0,0
49453,31 YUC,055 Opichén,Yellow corn,35,35,38.8,38.8,54.8942,35,38.8,38.8,54.8942,0,0,0,0
49454,31 YUC,055 Opichén,White corn,384,384,779.279,767.959,1137.0891,383,779.159,767.839,1137.0791,1,0.12,0.12,0.01
49478,31 YUC,056 Oxkutzcab,Forage corn,22,22,36.48,10.98,219.0106,20,35.38,9.88,193.2156,2,1.1,1.1,25.795
49479,31 YUC,056 Oxkutzcab,Yellow corn,25,25,31.95,31.25,23.1947,23,30.68,30.48,22.8847,2,1.27,0.77,0.31
49480,31 YUC,056 Oxkutzcab,White corn,831,831,2149.0601,1922.4888,2558.8236,808,2121.0501,1894.9788,2535.0988,23,28.01,27.51,23.7248
49502,31 YUC,057 Panabá,Forage corn,5,5,110,106,316.25,4,105,101,300.25,1,5,5,16
49503,31 YUC,057 Panabá,Yellow corn,39,39,39.1066,33.5788,41.2405,39,39.1066,33.5788,41.2405,0,0,0,0
49504,31 YUC,057 Panabá,White corn,54,54,123.76,114.66,38.2895,54,123.76,114.66,38.2895,0,0,0,0
49525,31 YUC,058 Peto,Forage corn,3,3,24.4,24.4,702.5,2,4.4,4.4,2.5,1,20,20,700
49526,31 YUC,058 Peto,Yellow corn,464,464,844.3433,750.7646,421.9922,459,834.3433,741.2646,414.8922,5,10,9.5,7.1
49527,31 YUC,058 Peto,White corn,863,863,1926.3699,1732.6109,1609.0887,851,1758.9099,1565.1594,856.7803,15,167.46,167.4515,752.3084
49559,31 YUC,060 Quintana Roo,Yellow corn,46,46,47.95,42.71,20.21,46,47.95,42.71,20.21,0,0,0,0
49560,31 YUC,060 Quintana Roo,White corn,50,50,59.6,56.16,24.084,49,57.6,54.16,23.484,1,2,2,0.6
49578,31 YUC,061 Río Lagartos,Forage corn,*,*,2,2,50,*,2,2,50,*,0,0,0
